instname,housed_under,college,school,department,program,cip_program,website_inst,website_program,website_catalog,course_titles
St. Mary's University,General sciences/tech,N/A,"School of Science, Engineering, and Technology",N/A,Cybersecurity - Master of Science,Cybersecurity*,https://www.stmarytx.edu/,https://www.stmarytx.edu/academics/programs/master-cybersecurity/ ,https://catalog.stmarytx.edu/graduate/science-engineering-technology/computer-science/cybersecurity/#requirementstext,Advanced Computer Networks; Computer Network Security; Computer Security and Privacy; Digital Forensics and Cyber Crime; Cybersecurity Policy and Law; Cryptography Principles and Practice; Software Security; Cloud Computing Security; Preparation for Security Certification; Cybersecurity Risk Management; Internship; Wireless Security; Thesis I; Thesis II; Project
St. Mary's University,General sciences/tech,N/A,"School of Science, Engineering, and Technology",N/A,Cybersecurity - Graduate Certificate,Cybersecurity*,https://www.stmarytx.edu/,https://www.stmarytx.edu/academics/programs/certificate-cybersecurity/ ,https://catalog.stmarytx.edu/graduate/science-engineering-technology/computer-science/certificate-in-cybersecurity/#requirementstext,Computer Network Security;Computer Security and Privacy; Cloud Computing Security; Digital Forensics and Cyber Crime; Preparation for Security Certification; Cybersecurity Risk Management; Cybersecurity Policy and Law; Cryptography Principles and Practice; Software Security
St. Mary's University,General sciences/tech,N/A,"School of Science, Engineering, and Technology",N/A,Educational Computer Gaming - Graduate Certificate,Educational Computer Gaming*,https://www.stmarytx.edu/,https://www.stmarytx.edu/academics/programs/certificate-computer-gaming/ ,https://catalog.stmarytx.edu/graduate/science-engineering-technology/computer-science/#coursestext,Game Development; eLearning and Gamification; Artificial Intelligence & Machine Learning; Files and Database; Computer Graphics; Advanced Computer Networks; Hardware & Operating Systems; Special Topics
Talladega College,Computing,N/A,N/A,Department of Computer Science,Computer Information Systems - Master of Science,11.1003,https://www.talladega.edu/,https://www.talladega.edu/master-of-science-in-computer-information-systems/,https://talladega.libguides.com/mastersprogram/requirementandcurriculum,"Information Technology and Project Management; Information Technology Risk Management; Database Design and Implementation; Data Communication and Networking; Network Security; The Science of Cybersecurity and Management; Ethics and Compliance Standards in Cybersecurity; Advanced Network Security; Digital Forensics and Investigation; Cyber Attack and Prevention Techniques; Fundamentals of Healthcare Information Technology; Digital Forensics and Investigation Healthcare Informatics and Data Security; Healthcare Data Policy, Procedure, and Standards; Capstone Project in Cybersecurity or Information Systems; Decision Support Systems; E-Commerce Application Technologies; Information Assurance; Applied Data Mining and Analytics in Business; Ethics and Compliance Issues in Cybersecurity"
Texas A & M University-Corpus Christi,Computing,College of Engineering,N/A,Department of Computer Science,Computer Science - Master of Science,11.0701,https://www.tamucc.edu/,https://www.tamucc.edu/programs/graduate-programs/computer-science-ms.php ,https://catalog.tamucc.edu/graduate/engineering/masters/computer-science-ms/#coursestext,Introductory Topics in Computer Science; Foundations of Computer Organization and Architecture; Design and Implementation of Computerized Instructional Systems; Data Structures; Digital Image Processing; Computer Vision; Introduction to Computer Graphics; Advanced Computer Graphics; Foundations of Computer System Software; The Design and Analysis of Algorithms; Database Management Systems; Data Mining; Human-Computer Interaction; Advanced Topics in Database Management Systems; Advanced Computer Architecture; Advanced Operating Systems; Principles of Compiler Construction; Artificial Intelligence; Data Communications Networking; Theory of Computation; Wireless Sensor Networks; Concurrency: Parallel and Distributed Processing; Mobile Software Development; Advanced Software Engineering; Computer Forensics; Information Assurance; Network Security; Applied Cryptography; Advanced Information Assurance; Internship; Research Methods in Computer Science; Graduate Project and Technical Report; Directed Independent Study; Thesis I; Thesis II; Selected Topics; Advanced Research in Computer Science; Digital Image Processing; Computer Vision; Introduction to Computer Graphics; Advanced Computer Graphics; Design and Analysis of Algorithms; Database Management Systems; Data Mining; Machine Learning; Deep Learning; Human-Computer Interaction; Advanced Topics in Database Management Systems; Advanced Computer Architecture; Advanced Operating Systems; Compiler Design and Construction; Artificial Intelligence; Data Communications and Networking; Theory of Computation; Wireless Sensor Networks; Parallel Computing; Parallel Algorithms; Mobile Software Development; Current Trends in Programming; Advanced Software Engineering; Computer Forensics; Information Assurance; Network Security; Applied Cryptography; Advanced Information Assurance; Data Analytics; Research Methods in Computer Science; Directed Independent Study; Selected Topics
Texas A & M University-Corpus Christi,Computing,College of Engineering,N/A,Department of Computer Science,Geospatial Computer Science - PhD,Geospatial Computer Science*,https://www.tamucc.edu/,https://www.tamucc.edu/programs/graduate-programs/geospatial-computer-science-phd.php ,https://catalog.tamucc.edu/graduate/engineering/doctoral/geospatial-computer-science-phd/#programrequirementstext,Design and Analysis of Algorithms; Data Analytics; Geospatial Data Structures; Advanced Geospatial Computing; Graduate Seminar; Research; Dissertation Research; Dissertation Defense; Introduction to Computer Graphics; Advanced Computer Graphics; Design and Analysis of Algorithms; Database Management Systems; Deep Learning; Human-Computer Interaction; Advanced Topics in Database Management Systems; Advanced Computer Architecture; Advanced Operating Systems; Compiler Design and Construction; Artificial Intelligence; Data Communications and Networking; Theory of Computation; Wireless Sensor Networks; Parallel Computing; Machine Learning; Parallel Algorithms; Mobile Software Development; Advanced Software Engineering; Computer Forensics; Information Assurance; Network Security; Applied Cryptography; Advanced Information Assurance; Selected Topics; Scientific Visualization; Ubiquitous Positioning; Special Topics; Research Methods in Computer Science; Spatial Systems Science; Geospatial Programming Techniques; Spatial Database Design; Cadastral Information Systems Design; Advanced Geospatial Analytics; Geospatial Visualization Design; Photogrammetric Engineering and Lidar Scanning; Remote Sensing and Image Analysis; Advanced Topics; Spatial Statistics
Texas A & M University-Kingsville,Computing,College of Engineering,N/A,Department of Electrical Engineering and Computer Science,Computer Science - Master of Science,11.0701,https://www.tamuk.edu/,https://www.tamuk.edu/engineering/departments/eecs/graduate/grad-cs-intro.html ,https://www.tamuk.edu/engineering/departments/eecs/graduate/grad-cs-intro.html,Advanced Computer Architecture; Database Management Systems; Operating Systems; Computer Communication Networks; Analysis of Algorithms; Foundations of Data Science; Data Mining; Special Problems in Data Science; Neural Computation; Application of Neural Networks; Special Problems in Deep Learning; Cloud Computing; Cryptography; Special Problems in Cyber-Security; Advanced Topics in Computer Science; Mobile Application Development; Web Programming; Bioinformatics Algorithms; Massive Parallel Computing; Object-oriented Design and Programming; Compiler Design; Software Engineering; Real Time Systems; Programming Languages; Theory of Computation; Embedded System Design; Advanced Problems in Computer Science
Texas Southern University,Computing,"College of Science, Engineering, and Technology",N/A,Department of Computer Science,Computer Science - Master of Science,11.0701,https://www.tsu.edu/,http://cs.tsu.edu/index.php/graduate/curriculum-summary/ ,https://catalog.tsu.edu/graduate/schools-colleges/science-engineering-technology/computer-science/computer-science-thesis-option-ms/#degreerequirementstext,Algorithmic Analysis and Data Structures; Advanced Computer Architectures; Advanced Operating Systems; Theory of Computation; Graduate Seminar in Computer Science; Computer Networks; Cryptography and Computer Security; Formal Languages and Automata; Artificial Intelligence; Data Mining; Web Services; Advanced Topics in Software Engineering; Advanced Database Management Systems; Special Topics in Computer Science; Independent Master’s Project; Master’s Thesis Research I; Master’s Thesis Research II
Texas State University,Computing,College of Science and Engineering,N/A,Department of Computer Science,Computer Science - Master of Science,11.0701,https://www.txst.edu/,https://cs.txstate.edu/academics/graduate_program/ ,http://mycatalog.txstate.edu/graduate/science-engineering/computer/ms/#requirementstext,Advanced Operating Systems; Network and Communication Systems; Data Base Theory and Design; Design of Programming Languages; Formal Languages; Parallel Processing; Algorithm Design and Analysis; Advanced Artificial Intelligence; Survey of Software Engineering; Advanced Operating Systems; Network and Communication Systems; Data Mining; Design of Programming Languages; Advanced Studies in Human Factors of Computer Science; Crafting Compilers; Data Base Theory and Design; Advanced Internet Information Processing; Formal Languages; Advanced Network Programming; Wireless Communications and Networks; Advanced Artificial Intelligence; Parallel Processing; Distributed Computing; Computer Vision; Web Service Engineering; Advanced Human Computer Interaction; Machine Learning and Applications; Software Evolution and Maintenance; Recommender Systems; Green Computing; Multimedia Computing; Advanced Computer Security; Advanced Computer Graphics; Graphical User Interfaces; Survey of Software Engineering; Formal Methods in Software Engineering; Software Quality; Advanced Software Engineering Project; Independent Study in Advanced Computer Science; Thesis
Texas State University,Computing,College of Science and Engineering,N/A,Department of Computer Science,Computer Science - Master of Arts,11.0701,https://www.txst.edu/,https://cs.txstate.edu/academics/graduate_program/ ,http://mycatalog.txstate.edu/graduate/science-engineering/computer/ma/#requirementstext,Advanced Operating Systems; Network and Communication Systems; Data Base Theory and Design; Design of Programming Languages; Formal Languages; Parallel Processing; Algorithm Design and Analysis; Advanced Artificial Intelligence; Survey of Software Engineering; Advanced Operating Systems; Network and Communication Systems; Data Mining; Design of Programming Languages; Advanced Studies in Human Factors of Computer Science; Crafting Compilers; Data Base Theory and Design; Advanced Internet Information Processing; Formal Languages; Advanced Network Programming; Wireless Communications and Networks; Advanced Artificial Intelligence; Parallel Processing; Distributed Computing; Computer Vision; Web Service Engineering; Advanced Human Computer Interaction; Machine Learning and Applications; Software Evolution and Maintenance; Recommender Systems; Green Computing; Multimedia Computing; Advanced Computer Security; Advanced Computer Graphics; Graphical User Interfaces; Survey of Software Engineering; Formal Methods in Software Engineering; Software Quality; Advanced Software Engineering Project; Independent Study in Advanced Computer Science; Thesis
Texas State University,Computing,College of Science and Engineering,N/A,Department of Computer Science,Computer Science (Data Science Concentration) - Master of Arts,,https://www.txst.edu/,https://cs.txstate.edu/academics/graduate_program/ ,http://mycatalog.txstate.edu/graduate/science-engineering/computer/computerscience-datascience-thesis-ms/#requirementstext,Algorithm Design and Analysis; Data Base Theory and Design; Advanced Artificial Intelligence; Data-Driven Computational Methods and Infrastructure; Advanced Data Mining; Advanced Machine Learning and Pattern Recognition; Advanced Operating Systems; Network and Communication Systems; Data Mining; Design of Programming Languages; Advanced Studies in Human Factors of Computer Science; Crafting Compilers; Advanced Internet Information Processing; Formal Languages; Advanced Network Programming; Wireless Communications and Networks; Parallel Processing; Distributed Computing; Computer Vision; Web Service Engineering; Advanced Human Computer Interaction; Machine Learning and Applications; Software Evolution and Maintenance; Recommender Systems; Green Computing; Multimedia Computing; Advanced Computer Security; Advanced Computer Graphics; Graphical User Interfaces; Survey of Software Engineering; Formal Methods in Software Engineering; Software Quality; Advanced Software Engineering Project; Independent Study in Advanced Computer Science; Thesis
Texas State University,Computing,College of Science and Engineering,N/A,Department of Computer Science,Computer Science - PhD,11.0701,https://www.txst.edu/,https://cs.txstate.edu/academics/phd/ ,http://mycatalog.txstate.edu/graduate/science-engineering/computer/computerscience-infomang-enteringmasters-phd/,"Introduction to Research in Computer Science; Graduate Computer Science Internship; Data-Driven Computational Methods and Infrastructure; Advanced Data Mining; Advanced Machine Learning and Pattern Recognition; Bioinformatics; Human Computer Interaction: Concepts, Models, and Methodologies; Human Factors and Ergonomics; Image Processing and Computer Vision; HCI Paradigms for Animation, Visualization, and Virtual/Augmented Reality; High-Performance Computing; Advanced Parallel Computing; Advanced Green Computing; Cyberspace Security; Advanced Computer Networking; Mobile Networks and Computing; Advanced Software Engineering; Research in Computer Science; Service Computing; Advanced Software Evolution; Real-time Systems; Scalable Systems for Supercomputing; Network Analysis; Seminar in Quantitative Research; Graph Theory; Statistics I; Statistics II: Linear Modeling; Practical Skills in Commercialization and Entrepreneurship; Leadership Skills in Commercialization and Entrepreneurship	; Dissertation"
Texas Woman's University,Computing,College of Arts and Sciences,School of the Sciences,Division of Computer Science,Informatics-Cybersecurity - Master of Science,11.0104,https://twu.edu/,https://twu.edu/computer-science/degree-programs/cybersecurity/ ,https://catalog.twu.edu/graduate/arts-sciences/computer-science/informatics-ms/#degreerequirementstext,"Fundamentals of Informatics; Database Systems; Big Data: Management, Access, and Use; Foundations of Information Systems Security; Data Communication Networks; Human-Computer Interface; Data and Information Visualization; Foundations of Data Science; Data Warehousing; Modeling Machine Learning; Data Mining and Analysis; Statistical Programming; Applied Statistics in Health Promotion; Applied Statistical Principles; Statistical Methods I; Research Methods in Business; Analysis of Nurse-Generated Data; Advanced Psychological Statistics I; Capstone in Informatics; Project Management; Introduction to Applied Health Informatics; Application of Technology Enhanced Health Promotion; Advanced Applied Health Informatics; Application of Telehealth and Remote Monitoring; User Interface Design in Healthcare; Data Applications for Foundational Health Promotion; Information Security Risk Management; Human Aspects in Cybersecurity: Ethics, Legal Issues, and Leadership; Computer Forensics; Web Application Security; Usable Privacy and Security; Big Data Security; Theory of Probability and Statistics I; Theory of Probability and Statistics II; Computer-Aided Mathematical Modeling; Applied Statistics and Convex Optimization; Epidemiology; Community-Based Health Informatics; Social and Organizational Issues in Health Informatics; Risk Reduction; Population Health; Current Issues in Health Promotion; Worksite Health Promotion; Global Health; Theoretical Foundations of Health Promotion; Foundations of Library and Information Studies; Community-Based Project Design; Information and Communication Technology; Information Retrieval; Assessment in Practice; Grant Writing and Management; Technical Skills Analysis; Coaching Tactical Skill; Organization and Administration for Effective Team Management; Theory of Coaching; Sport Injury Prevention and First Aid"
The University of Texas at Arlington,Computing,College of Engineering,N/A,Department of Computer Science and Engineering,Computer Science - Master of Science,11.0701,https://www.uta.edu/,https://www.uta.edu/academics/schools-colleges/engineering/academics/masters/computer-science ,https://cdn.web.uta.edu/-/media/project/website/engineering/computer-science-department/_documents/ms-program-guide-2023.ashx,"Data Analysis and Modeling Techniques; Distributed Systems; Programming Language Concepts; Design and Analysis of Algorithms; Computational Complexity; Numerical Methods; Modeling, Analysis, and Simulation of Computer Systems; Design and Construction of Compilers; Applied Graph Theory and Combinatorics; Special Topics in Theory and Algorithms; Special Topics in Software Engineering; Software Testing; Software Design Patterns; Software Engineering Processes; Software Engineering I: Analysis, Design, and Testing; Software Engineering II: Management, Maintenance, and Quality Assurance; Real‐Time Software Design; Telecommunications Software Development; Software Engineering Team Project I; Software Engineering Team Project II; Database Systems; DBMS Models and Implementation Techniques; Cloud Computing; Data Mining; Web Data Management; Special Topics in Database Systems; Embedded Systems II; Computer Networks; Fundamentals of Wireless Networks; Networks II; Fundamentals of Blockchain & Cryptocurrency Technologies; Multimedia Systems; Special Topics in Networking; Computer Architecture II; Parallel Processing; IoT and Networking; Real‐time Operating Systems; Electromechanical Systems and Sensors; System on Chip (SoC) Design; Advanced Digital Logic Design; Microprocessor Systems; Special Topics in Systems and Architecture; Artificial Intelligence I; Artificial Intelligence II; Social Networks and Search Engines; Robotics; Computer Graphics; Digital Signal Processing; Pattern Recognition; Neural Networks; Special Topics in Intelligent Systems; Bioinformatics; RISC Processor Design; General Purpose GPU Programming; Digital Communication Systems; Wireless Communication Systems; Special Topics in Bioinformatics; Information Security I; Information Security II; Secure Programming; Introduction to Unmanned Vehicle Systems; Unmanned Vehicle System Development; Special Topics in Information Security; Special Topics in Multimedia, Graphics, and Image Processing; Advanced Topics in Operating Systems; Advanced Computational Models and Algorithms; Advanced Topics in Theoretical Computer Science; Special Topics in Advanced Theory and Algorithms; Advanced Automation Testing; Agile Software Development; Advanced Topics in Software Engineering; Special Topics in Advanced Software Engineering; Advanced Topics in Database System; Cloud Computing and Big Data; Special Topics in Advanced Database Systems; Advanced Topics in Communication Networks; Pervasive Computing & Communications; Advanced Wireless Networks & Mobile Computing; Advances in Sensor Networks; Special Topics in Advanced Networking; Advanced Topics in Computer Architecture; Advanced Topics in Computer Engineering; Fault‐Tolerant Computing; Computer Engineering System Design; Advanced Topics in Systems and Architecture; Machine Learning; Digital Image Processing; Computer Vision; Special Topics in Advanced Intelligent Systems; Advanced Special Topics in Bioinformatics; Advanced Special Topics in Information Security; Special Topics in Advanced Multimedia, Graphics, and Image Processing; Special Topics in Advanced Computer Science"
The University of Texas at Arlington,Computing,College of Engineering,N/A,Department of Computer Science and Engineering,Computer Science - PhD,11.0701,https://www.uta.edu/,https://www.uta.edu/academics/schools-colleges/engineering/academics/phd/computer-science ,https://cdn.web.uta.edu/-/media/project/website/engineering/computer-science-department/_documents/ms-program-guide-2023.ashx,"Data Analysis and Modeling Techniques; Distributed Systems; Programming Language Concepts; Design and Analysis of Algorithms; Computational Complexity; Numerical Methods; Modeling, Analysis, and Simulation of Computer Systems; Design and Construction of Compilers; Applied Graph Theory and Combinatorics; Special Topics in Theory and Algorithms; Special Topics in Software Engineering; Software Testing; Software Design Patterns; Software Engineering Processes; Software Engineering I: Analysis, Design, and Testing; Software Engineering II: Management, Maintenance, and Quality Assurance; Real‐Time Software Design; Telecommunications Software Development; Software Engineering Team Project I; Software Engineering Team Project II; Database Systems; DBMS Models and Implementation Techniques; Cloud Computing; Data Mining; Web Data Management; Special Topics in Database Systems; Embedded Systems II; Computer Networks; Fundamentals of Wireless Networks; Networks II; Fundamentals of Blockchain & Cryptocurrency Technologies; Multimedia Systems; Special Topics in Networking; Computer Architecture II; Parallel Processing; IoT and Networking; Real‐time Operating Systems; Electromechanical Systems and Sensors; System on Chip (SoC) Design; Advanced Digital Logic Design; Microprocessor Systems; Special Topics in Systems and Architecture; Artificial Intelligence I; Artificial Intelligence II; Social Networks and Search Engines; Robotics; Computer Graphics; Digital Signal Processing; Pattern Recognition; Neural Networks; Special Topics in Intelligent Systems; Bioinformatics; RISC Processor Design; General Purpose GPU Programming; Digital Communication Systems; Wireless Communication Systems; Special Topics in Bioinformatics; Information Security I; Information Security II; Secure Programming; Introduction to Unmanned Vehicle Systems; Unmanned Vehicle System Development; Special Topics in Information Security; Special Topics in Multimedia, Graphics, and Image Processing; Advanced Topics in Operating Systems; Advanced Computational Models and Algorithms; Advanced Topics in Theoretical Computer Science; Special Topics in Advanced Theory and Algorithms; Advanced Automation Testing; Agile Software Development; Advanced Topics in Software Engineering; Special Topics in Advanced Software Engineering; Advanced Topics in Database System; Cloud Computing and Big Data; Special Topics in Advanced Database Systems; Advanced Topics in Communication Networks; Pervasive Computing & Communications; Advanced Wireless Networks & Mobile Computing; Advances in Sensor Networks; Special Topics in Advanced Networking; Advanced Topics in Computer Architecture; Advanced Topics in Computer Engineering; Fault‐Tolerant Computing; Computer Engineering System Design; Advanced Topics in Systems and Architecture; Machine Learning; Digital Image Processing; Computer Vision; Special Topics in Advanced Intelligent Systems; Advanced Special Topics in Bioinformatics; Advanced Special Topics in Information Security; Special Topics in Advanced Multimedia, Graphics, and Image Processing; Special Topics in Advanced Computer Science; Research in Computer Science; Dissertation; Doctoral Degree Completion"
The University of Texas at Arlington,Computing,College of Engineering,N/A,Department of Computer Science and Engineering,Data Science - Master of Science,Data Science*,https://www.uta.edu/,https://www.uta.edu/academics/schools-colleges/engineering/academics/masters/data-science-ms ,https://cdn.web.uta.edu/-/media/project/website/engineering/documents-and-forms/computer-science/data-science-course-list.ashx,Foundation of Computing; Data Science; Introduction to Probability and Statistics; Data Science Project Management; Data Science Capstone Project; Database Systems; Data Mining; Web Data Management; Artificial Intelligence I; Pattern Recognition; Neural Networks; Cloud Computing and Big Data; Machine Learning; Computer Vision; Intro to Operations Research; Quality Systems; Advanced Engineering Economy; Applied Regression Analysis; Simulation and Optimization; Agent-Based Simulation; Intro to Systems Engineering; Design of Experiments; Data Mining and Analytics; Intro to Materials Science & Engineering; Intro to Computational Material Science; Understanding Geographic Info Systems; Global Positioning System; Remote Sensing Fundamentals; Cyber-Physical Systems; Intelligent Control Systems; Robotics; Digital Signal Processing; Statistical Signal Processing; Neural Network and Deep Learning; Machine Learning; Information Theory for Data Science; Convex Optimization; Experimental Design; Applied Linear Models; Regression Analysis; Foundation of Data Sciences; Optimization of Big Data; Bioinformatics; Advanced Biometry; Experimental Design; Psychometric Theory; Multivariate Analysis; Internship
The University of Texas at Arlington,Computing,College of Engineering,N/A,Department of Computer Science and Engineering,Cybersecurity - Graduate Certificate,11.0102,https://www.uta.edu/,https://www.uta.edu/academics/schools-colleges/engineering/academics/certificates/cse-cybersecurity-privacy ,https://catalog.uta.edu/engineering/computer/graduate/#certificatetext,Information Security 1; Information Security 2; Secure Programming; Special Topics In Advanced Information Security
The University of Texas at Arlington,Computing,College of Engineering,N/A,Department of Computer Science and Engineering,Artificial Intelligence - Graduate Certificate,11.0102,https://www.uta.edu/,https://www.uta.edu/academics/schools-colleges/engineering/academics/certificates/cse-artificial-intelligence ,https://catalog.uta.edu/engineering/computer/graduate/#certificatetext,Artificial Intelligence I; Robotics; Machine Learning; Computer Vision
The University of Texas at Arlington,Computing,College of Engineering,N/A,Department of Computer Science and Engineering,Big Data Management and Data Science - Graduate Certificate,Big Data Management and Data Science*,https://www.uta.edu/,https://www.uta.edu/academics/schools-colleges/engineering/academics/certificates/cse-big-data ,https://catalog.uta.edu/engineering/computer/graduate/#certificatetext,Data Analysis & Modeling Techniques; Data Mining; Advanced Topics In Database Systems; Machine Learning
The University of Texas at San Antonio,Computing,College of Sciences and Technology,N/A,Department of Computer Science,Computer Science - Master of Science,11.0701,https://www.utsa.edu,https://future.utsa.edu/programs/master/computer-science/#_ga=2.226924437.969081838.1689706167-715969897.1689357230 ,https://catalog.utsa.edu/graduate/sciences/computerscience/#degreestext,"Fundamentals of Software; Fundamentals of Systems; Software Engineering; Computer Graphics; Software Testing and Quality Assurance; User Interfaces and Usability; Data Science; Steganography; Software and Malware Reverse Engineering; Artificial Intelligence; Computer Vision; Bioinformatics; Principles of Cyber Security; Developing Secure Systems and Software; Formal Languages, Automata, and Theory of Computation; Programming Languages and Compilers; Database Management Systems; Penetration Testing; Topics in Computer Science; Data Mining; Topics in Data Science; Large-Scale Data Management; Computer Architecture; Operating Systems; Cloud Computing; Kernel Concepts and Programming; Simulation Techniques; Analysis of Algorithms; Practical Attack and Defense Techniques; Crypto Currencies and Bitcoins; Privacy Enhancing Techniques; Cognitive Neuroscience Inspired Machine Learning; Trust, Confidence and Explainability in Artificial Intelligence; AI Practicum; Internship in Computer Science; Directed Research; Software Specification and Verification; Machine Learning; Natural Language Processing; Parallel Algorithms; Deep Learning; Deep Reinforcement Learning; Cybersecurity Models and Systems; Cybersecurity Data Analytics; Cyber Risk Management; Network and System Security; Applied Cryptography; Quantum Machine Learning; Advanced Topics in Computer Security; Advanced Topics in Computer Science; Advanced Architecture; Networks; Performance Evaluation; Parallel Processing; Advanced Parallel Processing and Systems; Image Processing; Independent Study; Master's Thesis"
The University of Texas at San Antonio,Computing,College of Sciences and Technology,N/A,Department of Computer Science,Computer Science - PhD,11.0701,https://www.utsa.edu,https://future.utsa.edu/programs/doctoral/computer-science/#_ga=2.226924437.969081838.1689706167-715969897.1689357230 ,https://catalog.utsa.edu/graduate/sciences/computerscience/#degreestext,"Fundamentals of Software; Fundamentals of Systems; Software Engineering; Computer Graphics; Software Testing and Quality Assurance; User Interfaces and Usability; Data Science; Steganography; Software and Malware Reverse Engineering; Artificial Intelligence; Computer Vision; Bioinformatics; Principles of Cyber Security; Developing Secure Systems and Software; Formal Languages, Automata, and Theory of Computation; Programming Languages and Compilers; Database Management Systems; Penetration Testing; Topics in Computer Science; Data Mining; Topics in Data Science; Large-Scale Data Management; Computer Architecture; Operating Systems; Cloud Computing; Kernel Concepts and Programming; Simulation Techniques; Analysis of Algorithms; Practical Attack and Defense Techniques; Crypto Currencies and Bitcoins; Privacy Enhancing Techniques; Cognitive Neuroscience Inspired Machine Learning; Trust, Confidence and Explainability in Artificial Intelligence; AI Practicum; Internship in Computer Science; Directed Research; Software Specification and Verification; Machine Learning; Natural Language Processing; Parallel Algorithms; Deep Learning; Deep Reinforcement Learning; Cybersecurity Models and Systems; Cybersecurity Data Analytics; Cyber Risk Management; Network and System Security; Applied Cryptography; Quantum Machine Learning; Advanced Topics in Computer Security; Advanced Topics in Computer Science; Advanced Architecture; Networks; Performance Evaluation; Parallel Processing; Advanced Parallel Processing and Systems; Image Processing; Independent Study; Doctoral Research; Doctoral Dissertation"
The University of Texas at San Antonio,Computing,College of Sciences and Technology,N/A,Department of Computer Science,Cybersecurity - Master of Science,Cybersecurity*,https://www.utsa.edu,https://future.utsa.edu/programs/master/cybersecurity-science/#_ga=2.226924437.969081838.1689706167-715969897.1689357230 ,https://catalog.utsa.edu/graduate/sciences/computerscience/#degreestext,Principles of Cyber Security; Practical Attack and Defense Techniques; Artificial Intelligence; Programming Languages and Compilers; Database Management Systems; Computer Architecture; Operating Systems; Cloud Computing; Analysis of Algorithms; Machine Learning; Networks; Developing Secure Systems and Software; Cybersecurity Models and Systems; Network and System Security; Applied Cryptography; Topics in Computer Science; Crypto Currencies and Bitcoins; Privacy Enhancing Techniques; Internship in Computer Science; Cybersecurity Data Analytics; Cyber Risk Management; Advanced Topics in Computer Science; Digital Forensics; Master's Thesis
The University of Texas Permian Basin,Computing,College of Arts and Sciences,N/A,"Department of Computer, Cyber, and Information Sciences","Computer Science (general, cybersecurity, data science, information technology, accelerated tracks) - Master of Science",11.0701,https://www.utpb.edu/,https://www.utpb.edu/academics/programs/computer-science/ms-computer-science,https://www.utpb.edu/academics/programs/computer-science/ms-computer-science,Computer Systems Architecture; Distributed Database Systems; Advanced Operating Systems and Real-time Computing; Wireless Security; Computer Forensics; Networking; Distributed Systems; Computer and Network Security; Analysis of Algorithms; Selected Topics; Contract Study; Thesis
The University of Texas Permian Basin,Computing,College of Arts and Sciences,N/A,"Department of Computer, Cyber, and Information Sciences",Cybersecurity - Graduate Certificate,Cybersecurity*,https://www.utpb.edu/,https://www.utpb.edu/academics/programs/computer-science/cyber-security-certificate,https://www.utpb.edu/academics/programs/computer-science/cyber-security-certificate,Intro to Computer Science I; Intro to Computer Science II; Information Systems and Security
The University of Texas Permian Basin,Computing,College of Arts and Sciences,N/A,"Department of Computer, Cyber, and Information Sciences",Data Science - Graduate Certificate,Data Science*,https://www.utpb.edu/,https://www.utpb.edu/academics/programs/computer-science/ms-computer-science-data-science-cert,https://www.utpb.edu/academics/programs/computer-science/ms-computer-science-data-science-cert,Data Science; Big Data Analytics; Distributed Database Systems; Analysis of Algorithms
Tuskegee University,Computing,College of Business and Information Science,N/A,Department of Computer Science,Information Systems & Computer Security  - Master of Science,11.1003,https://www.tuskegee.edu/,https://www.tuskegee.edu/programs-courses/colleges-schools/cbis/computer-science/iscs-graduate-program,https://www.tuskegee.edu/programs-courses/colleges-schools/cbis/computer-science/graduate-program,Data Networks and Cloud Computing; Database Systems; Statistics with R; Information Security; Network Security and Management; Introduction to Cybersecurity; Information Security Policy and Risk; Mobile Security; Software Security; Computer Forensics; Web Application Security; Data Analytics; Big Data Analytics; Data Mining & Machine Learning; Internet of Things; Special Topics; ISCS Thesis
Universidad Ana G. Mendez-Cupey Campus,Computing,N/A,N/A,Computer Science and Informatics (Study Area),Information Systems Security - Graduate Certificate,11.1003,https://uagm.edu/es,https://uagm.edu/es/oferta-academica/programas/seguridad-de-sistemas-de-informacion ,https://uagm.edu/es/oferta-academica/programas/seguridad-de-sistemas-de-informacion,Information Security And Assurance; Information Technology And Communication; Information Technology Service Management; Business Continuity And Disaster Recovery Planning; Forensic Cybernetics; Information Technology Security Policy And Management; Management Of Systems Development Projects; Data Warehouse Management
Universidad Ana G. Mendez-Cupey Campus,Computing,N/A,N/A,Computer Science and Informatics (Study Area),Network Security - Graduate Certificate,Network Security*,https://uagm.edu/es,https://uagm.edu/es/oferta-academica/programas/seguridad-de-redes ,https://uagm.edu/es/oferta-academica/programas/seguridad-de-redes,Networking Fundamentals; Network Security I; Computer Security I; Network Security II; Computer Security II; Cyber Security Forensics
Universidad Ana G. Mendez-Cupey Campus,Computing,N/A,N/A,Computer Science and Informatics (Study Area),Information Technology (Speciality in Cyber Security) - Master of Science,"11.0103,Cybersecurity*",https://uagm.edu/es,https://uagm.edu/es/oferta-academica/programas/ciencias-en-tecnologia-de-la-informacion-con-especialidad-en-seguridad ,https://uagm.edu/es/oferta-academica/programas/ciencias-en-tecnologia-de-la-informacion-con-especialidad-en-seguridad,Information Security Principles; Fundamentals of Networks in Cyber Security; Cyber Security Infrastructure; Response to Security Incidents; Cyber Laws; Cyber Intelligence; Cryptography; Cloud Computing; Computer forensics; Software Vulnerability Analysis; Ethical Hacking; Cyber Security Project
